pmcid,pmid,month,year,title,journal,refs,spm,afni,nilearn,fsl,esearch_url,efetch_url,elink_url,pm_pmc_cnvrt_urls
3621767,28422990,4,2013,A Beamformer Analysis of MEG Data Reveals Frontal Generators of the Musically Elicited Mismatch Negativity,PLoS ONE,[3621767],3,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3621767&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3621767,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
5396975,28391368,4,2017,Sensory cortical response to uncertainty and low salience during recognition of affective cues in musical intervals,PLoS ONE,[5396975],4,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=5396975&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=5396975,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
6242316,28367404,11,2018,Recruitment of the motor system during music listening: An ALE meta-analysis of fMRI data,PLoS ONE,[6242316],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=6242316&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=6242316,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
3771916,27939961,9,2013,Neural Correlates of Musical Creativity: Differences between High and Low Creative Subjects,PLoS ONE,"[3771916, 6833624, 6363936, 98835]",1,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3771916&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3771916,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
3897506,27835631,1,2014,Audio-Tactile Integration and the Influence of Musical Training,PLoS ONE,[3897506],6,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3897506&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3897506,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
3901649,27524998,1,2014,Segregation and Integration of Auditory Streams when Listening to Multi-Part Music,PLoS ONE,[3901649],0,0,0,3,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3901649&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3901649,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
3929604,27490304,2,2014,Neural Substrates of Interactive Musical Improvisation: An fMRI Study of ‘Trading Fours’ in Jazz,PLoS ONE,[3929604],2,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3929604&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3929604,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
6248955,27284693,11,2018,Do musicians learn a fine sequential hand motor skill differently than non-musicians?,PLoS ONE,[6248955],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=6248955&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=6248955,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
6786620,26900566,10,2019,Discerning the functional networks behind processing of music and speech through human vocalizations,PLoS ONE,"[6786620, 6988032, 6451670, 733425, 552299, 435922, 365288, 363191, 310536, 87877, 86697, 85937, 82799, 72899, 72290]",0,0,0,1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=6786620&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=6786620,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
4061064,26863437,6,2014,Behavioral and Neural Correlates of Executive Functioning in Musicians and Non-Musicians,PLoS ONE,[4061064],0,0,0,5,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4061064&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4061064,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
4749173,26780880,2,2016,Song Perception by Professional Singers and Actors: An MEG Study,PLoS ONE,[4749173],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4749173&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4749173,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
4902194,26725925,6,2016,Neural Processing of Emotional Musical and Nonmusical Stimuli in Depression,PLoS ONE,[4902194],0,7,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4902194&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4902194,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
5105996,26527118,11,2016,Behavioral Quantification of Audiomotor Transformations in Improvising and Score-Dependent Musicians,PLoS ONE,"[5105996, 13327061, 13241982, 5389974, 5229951]",0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=5105996&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=5105996,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
3905185,26525171,1,2014,Improved effectiveness of performance monitoring in amateur instrumental musicians,Neuropsychologia,[3905185],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3905185&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16670138_130.14.18.97_9001_1591206641_791062327_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3905185,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31600231,31198419,31182868,30892654,30637328,30559400,30462721,30452442,30341361,30248908,30169831,30013922,29885961,29545619,29480872,29467495,29335643,29247209,29213104,29089542,29025134,28900231,28422990,28391368,28367404,27939961,27835631,27524998,27490304,27284693,26900566,26863437,26780880,26725925,26527118,26525171,26508813,26504354,26504353,26504352,26494943,25773639,25613599,25478236,25167363,25070060,24937544,24907450,24714661,24595014,24586366,24581119,24475030,24465675,24069414,24056298,24040094,23717527,23585888,23166768,23155479,23029492,22989579,22586478,22499797,22178712,21559468,21392373,21364895,20829245,20574661,19951416,19725935,19712445,19592570,19526057,18612421,18301756,17327919,14575529']"
