pmcid,pmid,month,year,title,journal,refs,spm,afni,nilearn,fsl,esearch_url,esummary_url,elink_url,efetch
3771916,28391368,9,2013,Neural Correlates of Musical Creativity: Differences between High and Low Creative Subjects,PLoS ONE,"[3771916, 6833624, 6363936, 98835]",1,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3771916,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3771916&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
3897506,28367404,1,2014,Audio-Tactile Integration and the Influence of Musical Training,PLoS ONE,[3897506],6,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3897506,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3897506&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
3901649,27939961,1,2014,Segregation and Integration of Auditory Streams when Listening to Multi-Part Music,PLoS ONE,[3901649],0,0,0,3,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3901649,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3901649&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
3941612,27835631,2,2014,Revealing spatio-spectral electroencephalographic dynamics of musical mode and tempo perception by independent component analysis,Journal of NeuroEngineering and Rehabilitation,[3941612],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3941612,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3941612&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
3929604,27524998,2,2014,Neural Substrates of Interactive Musical Improvisation: An fMRI Study of ‘Trading Fours’ in Jazz,PLoS ONE,[3929604],2,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3929604,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3929604&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
3940930,27490304,3,2014,Temporal Processing of Audiovisual Stimuli Is Enhanced in Musicians: Evidence from Magnetoencephalography (MEG),PLoS ONE,[3940930],3,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3940930,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3940930&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
3979724,27284693,4,2014,Cerebral Activations Related to Audition-Driven Performance Imagery in Professional Musicians,PLoS ONE,[3979724],9,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=3979724,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3979724&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
6989737,26900566,5,2014,Neural correlates of music-syntactic processing in two-year old children,Developmental Cognitive Neuroscience,[6989737],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=6989737,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=6989737&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4061064,26863437,6,2014,Behavioral and Neural Correlates of Executive Functioning in Musicians and Non-Musicians,PLoS ONE,[4061064],0,0,0,5,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4061064,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4061064&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
5376193,26780880,07,2014,Audio-visuomotor processing in the Musician's brain: an ERP study on professional violinists and clarinetists,Scientific Reports,[5376193],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=5376193,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=5376193&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
5385828,26725925,08,2014,Network Science and the Effects of Music Preference on Functional Brain Connectivity: From Beethoven to Eminem,Scientific Reports,[5385828],0,0,0,1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=5385828,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=5385828&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4247966,26527118,11,2014,Long-Term Effects of Musical Training and Functional Plasticity in Salience System,Neural Plasticity,[4247966],5,2,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4247966,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4247966&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4338545,26525171,01,2015,A number-form area in the blind,Nature Communications,[4338545],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4338545,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4338545&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4402026,26508813,3,2015,Functional MRI of music emotion processing in frontotemporal dementia,Annals of the New York Academy of Sciences,[4402026],5,0,0,2,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4402026,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4402026&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4606127,26504354,9,2015,A Voxel-Based Morphometry Study of the Brain of University Students Majoring in Music and Nonmusic Disciplines,Behavioural Neurology,[4606127],2,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4606127,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4606127&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4609411,26504353,10,2015,The Mismatch Negativity: An Indicator of Perception of Regularities in Music,Behavioural Neurology,[4609411],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4609411,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4609411&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4609410,26504352,10,2015,"Inferior Frontal Gyrus Activation Underlies the Perception of Emotions, While Precuneus Activation Underlies the Feeling of Emotions during Music Listening",Behavioural Neurology,[4609410],1,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4609410,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4609410&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4609420,26494943,10,2015,Interaction of Musicianship and Aging: A Comparison of Cortical Auditory Evoked Potentials,Behavioural Neurology,[4609420],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4609420,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4609420&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4609813,25773639,10,2015,The Influence of Music on Prefrontal Cortex during Episodic Encoding and Retrieval of Verbal Information: A Multichannel fNIRS Study,Behavioural Neurology,[4609813],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4609813,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4609813&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4617427,25613599,10,2015,Sound Richness of Music Might Be Mediated by Color Perception: A PET Study,Behavioural Neurology,[4617427],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4617427,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4617427&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4617417,25478236,10,2015,Musical Sequence Learning and EEG Correlates of Audiomotor Processing,Behavioural Neurology,[4617417],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4617417,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4617417&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4698722,25167363,01,2016,Emotional Intent Modulates The Neural Substrates Of Creativity: An fMRI Study of Emotionally Targeted Improvisation in Jazz Musicians,Scientific Reports,[4698722],2,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4698722,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4698722&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4726113,25070060,01,2016,Effects of veridical expectations on syntax processing in music: Event-related potential evidence,Scientific Reports,[4726113],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4726113,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4726113&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4749173,24937544,2,2016,Song Perception by Professional Singers and Actors: An MEG Study,PLoS ONE,[4749173],0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4749173,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4749173&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
4723992,24907450,12,2015,Neural correlates of processing harmonic expectancy violations in children and adolescents with OCD,NeuroImage : Clinical,[4723992],5,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pubmed&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pubmed_pubmed_refs&id=4723992,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4723992&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_16581694_130.14.22.76_9001_1591205502_392702730_0MetA0_S_MegaStore&query_key=1
